species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Acropternis orthonyx,"Acropternis orthonyx (Lafresnaye, 1843)",Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Acropternis,16,41,,LC
Cerdocyon thous,"Cerdocyon thous (Linnaeus, 1766)",Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,28,41,,LC
Stelgidopteryx ruficollis,"Stelgidopteryx ruficollis (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,24,41,,LC
Sporophila intermedia,"Sporophila intermedia Cabanis, 1851",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,27,40,,LC
Callianthe megapotamica,Callianthe megapotamica (A.Spreng.) Dorr,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Callianthe,26,40,,
Opaon varicolor,"Opaon varicolor (Stål, 1878)",Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Opaon,17,40,,
Colaptes punctigula,"Colaptes punctigula (Boddaert, 1783)",Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,28,39,,LC
Passiflora alnifolia,Passiflora alnifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,9,38,,
Heliconius clysonymus,"Heliconius clysonymus (Latreille, 1817)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,30,38,,
Begonia lehmannii,Begonia lehmannii (Irmsch.) L.B.Sm. & B.G.Schub.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,22,38,,
Certhiaxis cinnamomeus,"Certhiaxis cinnamomeus (Gmelin, 1788)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Certhiaxis,21,38,,LC
Hypanartia lethe,"Hypanartia lethe Fabricius, 1793",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypanartia,22,38,,
Ancognatha vulgaris,"Ancognatha vulgaris Arrow, 1911",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Ancognatha,16,37,,
Saguinus leucopus,"Saguinus leucopus (Günther, 1877)",Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,21,37,,
Myiotheretes striaticollis,"Myiotheretes striaticollis (P.L.Sclater, 1853)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiotheretes,8,37,,LC
Crocosmia crocosmiiflora,Crocosmia × crocosmiiflora (Lemoine) N.E.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Crocosmia,27,37,,
Buteo albicaudatus,"Geranoaetus albicaudatus (Vieillot, 1816)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,16,37,,
Elaenia frantzii,"Elaenia frantzii Lawrence, 1865",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,30,37,,LC
Colaptes rubiginosus,"Colaptes rubiginosus (Swainson, 1820)",Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,28,37,,LC
Impatiens walleriana,Impatiens walleriana Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,24,37,,
Aglaiocercus coelestis,"Aglaiocercus coelestis (Gould, 1861)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Aglaiocercus,27,37,,LC
Passiflora vitifolia,Passiflora vitifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,7,37,,
Phalacrocorax brasilianus,"Nannopterum brasilianum (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,27,36,,
Amanita muscaria,Amanita muscaria (L.) Lam.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,19,36,,
Mimus gilvus,"Mimus gilvus (Vieillot, 1808)",Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,22,36,,LC
Salvia scutellarioides,Salvia scutellarioides Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,18,36,,
Nyctibius griseus,"Nyctibius griseus (J.F.Gmelin, 1789)",Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,25,36,,LC
Sphenopsis melanotis,"Sphenopsis melanotis (P.L.Sclater, 1855)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sphenopsis,24,36,,LC
Erythrolamprus epinephalus,"Erythrolamprus epinephalus pseudocobella (Peracca, 1914)",Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,17,36,,
Chlorornis riefferii,"Chlorornis riefferii (Boissonneau, 1840)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorornis,26,36,,LC
Guzmania multiflora,Guzmania multiflora (André) André ex Mez,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Guzmania,19,35,,
Atta cephalotes,"Atta cephalotes (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,20,35,,
Baccharis latifolia,Baccharis latifolia (Ruiz & Pav.) Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,12,35,,LC
Myiarchus cephalotes,"Myiarchus cephalotes Taczanowski, 1880",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,24,35,,LC
Mecocerculus leucophrys,"Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mecocerculus,22,35,,LC
Golofa eacus,"Golofa eacus Burmeister, 1847",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Golofa,15,34,,
Geospizopsis unicolor,"Geospizopsis unicolor (d'Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Geospizopsis,17,34,,LC
Pseudohaetera hypaesia,"Pseudohaetera hypaesia Hewitson, 1854",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pseudohaetera,26,34,,
Calliphlox mitchellii,"Philodice mitchellii (Bourcier, 1847)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,26,34,,
Pedaliodes peucestas,"Pedaliodes peucestas (Hewitson, 1861)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pedaliodes,23,34,,
Fluvicola pica,"Fluvicola pica (Boddaert, 1783)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Fluvicola,20,34,,LC
Piper peltatum,Piper peltatum L.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,15,34,,
Didelphis marsupialis,"Didelphis marsupialis Linnaeus, 1758",Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,13,34,,LC
Thamnophilus multistriatus,"Thamnophilus multistriatus Lafresnaye, 1844",Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Thamnophilus,25,33,,LC
Fuchsia petiolaris,Fuchsia petiolaris Kunth,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,23,33,,
Persicaria nepalensis,Persicaria nepalensis (Meisn.) H.Gross,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,21,33,,
Leptotila plumbeiceps,"Leptotila plumbeiceps P.L.Sclater & Salvin, 1868",Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,21,33,,LC
Phaethornis guy,"Phaethornis guy (R.Lesson, 1833)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,24,33,,LC
Tyrannus savana,"Tyrannus savana Vieillot, 1808",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,19,33,,LC
Asio stygius,"Asio stygius (Wagler, 1832)",Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,13,33,,LC
Pharomachrus auriceps,"Pharomachrus auriceps (Gould, 1842)",Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Pharomachrus,22,33,,LC
Graphita griphe,Graphita griphe,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Graphita,22,33,,
Oncidium lehmannii,Oncidium lehmannii (Rchb.f.) M.W.Chase & N.H.Williams,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,18,32,,
Racinaea tetrantha,Racinaea tetrantha (Ruiz & Pav.) M.A.Spencer & L.B.Sm.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,13,32,,
Saltator atripennis,"Saltator atripennis P.L.Sclater, 1857",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,26,32,,LC
Diglossa lafresnayii,"Diglossa lafresnayii (Boissonneau, 1840)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,20,32,,LC
Ramphomicron microrhynchum,"Ramphomicron microrhynchum (Boissonneau, 1840)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Ramphomicron,22,32,,LC
Serpophaga cinerea,"Serpophaga cinerea (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Serpophaga,21,32,,LC
Columnea strigosa,Columnea strigosa Benth.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Columnea,16,32,,
Castilleja fissifolia,Castilleja fissifolia L.fil.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Castilleja,18,32,,
Andesanthus lepidotus,Andesanthus lepidotus (Humb. & Bonpl.) P.J.F.Guim. & Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Andesanthus,15,32,,LC
Juglans neotropica,Juglans neotropica Diels,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,12,32,,EN
Conirostrum sitticolor,"Conirostrum sitticolor Lafresnaye, 1840",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conirostrum,20,32,,LC
Tigrisoma lineatum,"Tigrisoma lineatum (Boddaert, 1783)",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Tigrisoma,17,32,,LC
Cyanocorax affinis,"Cyanocorax affinis Pelzeln, 1856",Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocorax,18,32,,LC
Phytolacca rugosa,Phytolacca rugosa A.Braun & Bouché,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,12,31,,
Setophaga pitiayumi,"Setophaga pitiayumi (Vieillot, 1817)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,16,31,,LC
Porphyrio martinica,"Porphyrio martinica (Linnaeus, 1766)",Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,15,31,,LC
Anartia jatrophae,"Anartia jatrophae (Linnaeus, 1763)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Anartia,18,31,,
Gonatodes albogularis,"Gonatodes albogularis (Duméril & Bibron, 1836)",Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,23,31,,LC
Sporophila luctuosa,"Sporophila luctuosa (Lafresnaye, 1843)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,10,31,,LC
Lipaugus fuscocinereus,"Lipaugus fuscocinereus (Lafresnaye, 1843)",Animalia,Chordata,Aves,Passeriformes,Cotingidae,Lipaugus,14,31,,LC
Heliconia bihai,Heliconia bihai (L.) L.,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,15,30,,
Chalybura buffonii,"Chalybura buffonii (R.Lesson, 1832)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Chalybura,22,30,,LC
Atlapetes albinucha,"Atlapetes albinucha (d'Orbigny & Lafresnaye, 1838)",Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,23,30,,LC
Perisama oppelii,"Perisama oppelii Latreille, 1811",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Perisama,19,30,,
Falco sparverius,"Falco sparverius Linnaeus, 1758",Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,24,30,,LC
Chauna chavaria,"Chauna chavaria (Linnaeus, 1766)",Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,9,30,,LC
Paramastax poecilosoma,"Paramastax poecilosoma Hebard, 1923",Animalia,Arthropoda,Insecta,Orthoptera,Eumastacidae,Paramastax,18,29,,
Musa velutina,Musa velutina H.Wendl. & Drude,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,19,29,,LC
Basileuterus culicivorus,"Basileuterus culicivorus (Deppe, 1830)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,15,29,,LC
Leptodeira ornata,"Leptodeira ornata (Bocourt, 1884)",Animalia,Chordata,Squamata,,Colubridae,Leptodeira,12,29,,
Elleanthus aurantiacus,Elleanthus aurantiacus (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Elleanthus,12,29,,
Pleurothallis pulvinaris,Pleurothallis pulvinaris Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,17,29,,
Lepanthes dunstervilleorum,Lepanthes dunstervilleorum Foldats,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,14,29,,
Aulacorhynchus haematopygus,"Aulacorhynchus haematopygus haematopygus (Gould, 1835)",Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,19,29,,
Elaenia flavogaster,"Elaenia flavogaster (Thunberg, 1822)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,21,29,,LC
Cyrtochilum scabiosum,Cyrtochilum scabiosum Rchb.f. ex Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,12,29,,
Ardea alba,"Ardea alba Linnaeus, 1758",Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,22,28,,LC
Sericossypha albocristata,"Sericossypha albocristata (Lafresnaye, 1843)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sericossypha,22,28,,VU
Chrysomus icterocephalus,"Chrysomus icterocephalus (Linnaeus, 1766)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Chrysomus,23,28,,LC
Myiothlypis nigrocristata,"Myiothlypis nigrocristata (Lafresnaye, 1840)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,16,28,,LC
Amastus aconia,"Amastus aconia Herrich-Schäffer, 1853",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Amastus,16,28,,
Myiodynastes maculatus,"Myiodynastes maculatus (Statius Muller, 1776)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiodynastes,22,28,,LC
Ancognatha scarabaeoides,"Ancognatha scarabaeoides Erichson, 1847",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Ancognatha,9,27,,
Palicourea colorata,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J.H.Kirkbr.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,9,27,,
Danaus plexippus,"Danaus plexippus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,14,27,,LC
Corades chelonis,"Corades chelonis Hewitson, 1863",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Corades,16,27,,
Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,19,27,,LC
Saltator cinctus,"Saltator cinctus J.T.Zimmer, 1943",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,15,27,,LC
Diglossa humeralis,"Diglossa humeralis (Fraser, 1840)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Diglossa,22,27,,LC
Dryocopus lineatus,"Dryocopus lineatus (Linnaeus, 1766)",Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,24,27,,LC
Mionectes oleagineus,"Mionectes oleagineus (Lichtenstein, 1823)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mionectes,17,27,,LC
Catamblyrhynchus diadema,"Catamblyrhynchus diadema Lafresnaye, 1842",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Catamblyrhynchus,26,27,,LC
Gymnetis pantherina,"Gymnetis pantherina Blanchard, 1842",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Gymnetis,11,27,,
Vanessa braziliensis,"Vanessa braziliensis (Moore, 1883)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,14,27,,
Jacana jacana,"Jacana jacana (Linnaeus, 1766)",Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Jacana,16,27,,LC
Passiflora tribolophylla,Passiflora tribolophylla Harms,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,4,27,,
Mecocerculus stictopterus,"Mecocerculus stictopterus (P.L.Sclater, 1859)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Mecocerculus,11,27,,LC
Turdus grayi,"Turdus grayi Bonaparte, 1838",Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,17,27,,LC
Eulaema polychroma,"Eulaema polychroma (Friese, 1899)",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,6,27,,
Ochthoeca frontalis,"Silvicultrix frontalis (Lafresnaye, 1847)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,14,26,,
Passiflora apoda,Passiflora apoda Harms,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,9,26,,LC
Papilio polyxenes,"Papilio polyxenes Fabricius, 1775",Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,13,26,,LC
Masdevallia picturata,Masdevallia picturata Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,12,26,,
Nymphargus grandisonae,"Nymphargus grandisonae (Cochran & Goin, 1970)",Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,11,26,,LC
Pleurothallis matudana,Pleurothallis matudana C.Schweinf.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,15,26,,
Trichonephila clavipes,"Trichonephila clavipes (Linnaeus, 1767)",Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,12,26,,LC
Dubusia taeniata,"Dubusia taeniata (Boissonneau, 1840)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dubusia,15,26,,LC
Leptopogon rufipectus,"Leptopogon rufipectus (Lafresnaye, 1846)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Leptopogon,12,26,,LC
Pristimantis thectopternus,"Pristimantis thectopternus (Lynch, 1975)",Animalia,Chordata,Amphibia,Anura,Craugastoridae,Pristimantis,13,25,,LC
Clathrus archeri,Clathrus archeri (Berk.) Dring,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Clathrus,13,25,,
Vultur gryphus,"Vultur gryphus Linnaeus, 1758",Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Vultur,14,25,,VU
Pipreola jucunda,"Pipreola jucunda P.L.Sclater, 1860",Animalia,Chordata,Aves,Passeriformes,Cotingidae,Pipreola,15,25,,LC
Mniotilta varia,"Mniotilta varia (Linnaeus, 1766)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta,15,25,,LC
Streptoprocne zonaris,"Streptoprocne zonaris (Shaw, 1796)",Animalia,Chordata,Aves,Apodiformes,Apodidae,Streptoprocne,17,25,,LC
Myiothlypis fulvicauda,"Myiothlypis fulvicauda (von Spix, 1825)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,10,25,,LC
Centropogon leucophyllus,Centropogon leucophyllus Gleason,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,9,25,,
Tithorea tarricina,"Tithorea tarricina Hewitson, 1857",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Tithorea,16,25,,
Tachyphonus rufus,"Tachyphonus rufus (Boddaert, 1783)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tachyphonus,17,25,,LC
Cacicus chrysonotus,"Cacicus chrysonotus (Lafresnaye & Orbigny, 1838)",Animalia,Chordata,Aves,Passeriformes,Icteridae,Cacicus,16,25,,LC
Necyria bellona,"Necyria bellona Westwood, 1851",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Necyria,20,25,,
Myiothlypis coronata,"Myiothlypis coronata (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,18,25,,LC
Bombus rubicundus,"Bombus rubicundus Smith, 1854",Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,9,24,,DD
Linothele sericata,"Linothele sericata (Karsch, 1879)",Animalia,Arthropoda,Arachnida,Araneae,Dipluridae,Linothele,10,24,,
Ochthoeca rufipectoralis,"Ochthoeca rufipectoralis (Orbigny & Lafresnaye, 1837)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,17,24,,LC
Limenitis alala,"Adelpha alala Hewitson, 1847",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,19,24,,
Tangara xanthocephala,"Tangara xanthocephala (Tschudi, 1844)",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,20,24,,LC
Chlosyne lacinia,"Chlosyne lacinia (Geyer, 1837)",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Chlosyne,13,24,,
Cyrtochilum halteratum,Cyrtochilum halteratum (Lindl.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,12,24,,LC
Nertera granadensis,Nertera granadensis (Mutis ex L.f.) Druce,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Nertera,15,24,,
Synoeca septentrionalis,"Synoeca septentrionalis Richards, 1978",Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Synoeca,8,24,,
Cyanolyca armillata,"Cyanolyca armillata (G.R.Gray, 1845)",Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanolyca,19,24,,LC
Metallura williami,"Metallura williami (Delattre & Bourcier, 1846)",Animalia,Chordata,Aves,Apodiformes,Trochilidae,Metallura,18,24,,LC
Dendrocincla fuliginosa,"Dendrocincla fuliginosa (Vieillot, 1818)",Animalia,Chordata,Aves,Passeriformes,Furnariidae,Dendrocincla,15,24,,LC
Myiodynastes hemichrysus,"Myiodynastes hemichrysus (Cabanis, 1861)",Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiodynastes,16,24,,LC
Aratinga pertinax,"Eupsittula pertinax (Linnaeus, 1758)",Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,12,24,,
Thysania zenobia,Thysania zenobia Cramer,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Thysania,19,24,,
Melanis pixe,"Melanis pixe (Boisduval, 1836)",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Melanis,16,24,,
Senecio niveoaureus,Senecio niveoaureus Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,17,23,,
Gonora hyelosioides,"Gonora hyelosioides (Walker, 1862)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Gonora,12,23,,
Spinus xanthogastrus,"Spinus xanthogastrus (Du Bus de Gisignies, 1855)",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,18,23,,LC
Pseudosphinx tetrio,"Pseudosphinx tetrio Linnaeus, 1771",Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Pseudosphinx,16,23,,
Pelecinus polyturator,Pelecinus polyturator (Drury),Animalia,Arthropoda,Insecta,Hymenoptera,Pelecinidae,Pelecinus,16,23,,
Comparettia falcata,Comparettia falcata Poepp. & Endl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Comparettia,13,23,,
Euphonia cyanocephala,"Chlorophonia cyanocephala (Vieillot, 1819)",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,13,23,,
Odontomachus erythrocephalus,"Odontomachus erythrocephalus Emery, 1890",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,9,23,,
Siproeta stelenes,"Siproeta stelenes Linnaeus, 1758",Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Siproeta,19,23,,
Conirostrum albifrons,"Conirostrum albifrons Lafresnaye, 1842",Animalia,Chordata,Aves,Passeriformes,Thraupidae,Conirostrum,18,23,,LC
Achlyodes pallida,"Eantis pallida (R.Felder, 1869) Cong, Zhang, Shen & Grishin, 2019",Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Achlyodes,15,23,,
Chrysso nigriceps,"Chrysso nigriceps Keyserling, 1884",Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Chrysso,5,23,,
Erythrolamprus bizona,"Erythrolamprus bizona Jan, 1863",Animalia,Chordata,Squamata,,Colubridae,Erythrolamprus,12,23,,LC
Halictus ligatus,"Halictus ligatus Say, 1837",Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,4,23,,
Andinobates daleswansoni,"Andinobates daleswansoni (Rueda-Almonacid, Rada, Sánchez-Pacheco, Velásquez-Álvarez & Quevedo-Gil, 2006)",Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Andinobates,17,22,,EN
Chamaedorea pinnatifrons,Chamaedorea pinnatifrons (Jacq.) Oerst.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Chamaedorea,14,22,,LC
Coprinellus disseminatus,Coprinellus disseminatus (Pers.) J.E.Lange,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,8,22,,
Passiflora antioquiensis,Passiflora antioquiensis H.Karst.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,9,22,,LC
