species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Bomarea edulis,Bomarea edulis (Tussac) Herb.,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,1,2,,
Heliconia venusta,Heliconia venusta Abalo & G.Morales,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,1,2,,
Heliconia montana,Heliconia montana Abalo & G.Morales,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,2,2,,
Cyrtochilum meirax,Cyrtochilum meirax (Rchb.f.) Dalström,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,2,2,,
Lepanthes tibouchinicola,Lepanthes tibouchinicola Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,2,2,,
Wercklea ferox,Wercklea ferox (Hook.fil.) Fryxell,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Wercklea,1,2,,LC
Didymochlaena alpina,Didymochlaena alpina Li Bing Zhang & H.Shang,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Didymochlaenaceae,Didymochlaena,1,2,,
Epidendrum calothyrsus,Epidendrum calothyrsus Schltr.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,1,2,,
Rubus rosifolius,Rubus rosifolius Sm.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,3,2,,
Miconia dolichopoda,Miconia dolichopoda Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,2,,LC
Cavendishia pubescens,Cavendishia pubescens (Kunth) Hemsl.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Cavendishia,1,2,,LC
Lepanthes habenifera,Lepanthes habenifera Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,1,2,,
Scaphosepalum odontochilum,Scaphosepalum odontochilum Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphosepalum,1,2,,
Bomarea bredemeyeriana,Bomarea bredemeyeriana Herb.,Plantae,Tracheophyta,Liliopsida,Liliales,Alstroemeriaceae,Bomarea,2,2,,
Cipuropsis capituligera,Cipuropsis capituligera (Griseb.) Christenh. & Byng,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Cipuropsis,1,2,,
Oncidium panchrysum,Oncidium panchrysum Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,1,2,,
Miconia ibaguensis,Miconia ibaguensis (Humb. & Bonpl.) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,2,,
Anthurium alatum,Anthurium alatum Engl.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,1,2,,
Habenaria monorrhiza,Habenaria monorrhiza (Sw.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Habenaria,1,2,,LC
Drymonia teuscheri,Drymonia teuscheri (Raymond) J.L.Clark,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Drymonia,1,2,,
Persea caerulea,Persea caerulea (Ruiz & Pav.) Mez,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,3,2,,LC
Prosthechea radiata,Prosthechea radiata (Lindl.) W.E.Higgins,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prosthechea,2,2,,
Lepanthes troxis,Lepanthes troxis Luer & R.Escobar,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Lepanthes,2,2,,
Stelis congesta,Stelis congesta Luer & Hirtz,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,1,2,,
Phragmipedium schlimii,Phragmipedium schlimii (Linden ex Rchb.f.) Rolfe,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Phragmipedium,2,2,,EN
Phyllanthus niruri,Phyllanthus niruri L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,1,2,,
Distichia muscoides,Distichia muscoides Nees & Meyen,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Distichia,4,2,,
Cyrtochilum mendax,Cyrtochilum mendax (Rchb.f.) Kraenzl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,1,2,,
Sonchus oleraceus,Sonchus oleraceus L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,3,2,,
Festuca asplundii,Festuca asplundii E.B.Alexeev,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,2,2,,
Ribes andicola,Ribes andicola Jancz.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,1,2,,
Ida heynderycxii,Ida heynderycxii (É.Morren) A.Ryan & Oakeley,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ida,1,2,,
Tillandsia tovarensis,Tillandsia tovarensis Mez,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,1,2,,
Fuchsia sessilifolia,Fuchsia sessilifolia Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,1,2,,
Noticastrum marginatum,Noticastrum marginatum (Kunth) Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Noticastrum,1,2,,
Plagiolirion horsmannii,Plagiolirion horsmannii Baker,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Plagiolirion,1,2,,
Libertia colombiana,Libertia colombiana R.C.Foster,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Libertia,1,2,,
Miscanthus sinensis,Miscanthus sinensis Andersson,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Miscanthus,1,2,,
Acianthera sicaria,Acianthera sicaria (Lindl.) Pridgeon & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acianthera,1,2,,
Peperomia adscendens,Peperomia adscendens C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,2,,
Halenia elata,Halenia elata Wedd.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Halenia,2,2,,
Kniphofia uvaria,Kniphofia uvaria (L.) Oken,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Kniphofia,2,2,,
Andicolea colombiana,Andicolea colombiana (Cuatrec.) Mayta & Molinari,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Andicolea,2,2,,
Wittmackanthus stanleyanus,Wittmackanthus stanleyanus (M.R.Schomb.) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Wittmackanthus,1,2,,LC
Hibiscus archeri,Hibiscus × archeri Watson,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,1,1,,
Miconia minutiflora,Miconia minutiflora (Bonpl.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,49,1,,LC
Cyclanthus bipartitus,Cyclanthus bipartitus Poit. ex A.Rich.,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Cyclanthus,4,1,,
Episcia cupreata,Episcia cupreata (Hook.fil.) Hanst.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Episcia,1,1,,
Melicoccus bijugatus,Melicoccus bijugatus Jacq.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Melicoccus,68,1,,LC
Attalea butyracea,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,59,1,,LC
Pseudosamanea guachapele,Pseudosamanea guachapele (Kunth) Harms,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pseudosamanea,96,1,,LC
Hymenaea courbaril,Hymenaea courbaril L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,40,1,Alto de la Cruz; Sector Centro,LC
Hura crepitans,Hura crepitans L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hura,13,1,,LC
Passovia pyrifolia,Passovia pyrifolia (Kunth) Tiegh.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Passovia,1,1,,
Pereskia aculeata,Pereskia aculeata Mill.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pereskia,1,1,,LC
Stelis angustifolia,Stelis angustifolia Kunth,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,1,1,,
Myrcia splendens,Myrcia splendens (Sw.) DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,6,1,,LC
Clusia multiflora,Clusia multiflora Kunth,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,14,1,,LC
Buddleja bullata,Buddleja bullata Kunth,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,22,1,,
Siparuna aspera,Siparuna aspera (Ruiz & Pav.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,14,1,,LC
Cranichis diphylla,Cranichis diphylla Sw.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cranichis,1,1,,
Euphorbia laurifolia,Euphorbia laurifolia Juss. ex Lam.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,2,1,,LC
Bidens triplinervia,Bidens triplinervia Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,1,1,,
Miconia tococa,Miconia tococa (Desr.) Michelang.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,9,1,,LC
Pitcairnia trianae,Pitcairnia trianae André,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Pitcairnia,1,1,,
Nymphaea lotus,Nymphaea lotus L.,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,1,1,,LC
Acrocarpus fraxinifolius,Acrocarpus fraxinifolius Wight & Arn.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acrocarpus,1,1,,
Abelmoschus esculentus,Abelmoschus esculentus (L.) Moench,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,1,1,,
Goeppertia sanderiana,Goeppertia sanderiana (Sander) Borchs. & S.Suárez,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Goeppertia,1,1,,
Renealmia alpinia,Renealmia alpinia (Rottb.) Maas,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Renealmia,4,1,,
Curculigo capitulata,Curculigo capitulata (Lour.) Kuntze,Plantae,Tracheophyta,Liliopsida,Asparagales,Hypoxidaceae,Curculigo,1,1,,
Cyrtochiloides ochmatochila,Cyrtochiloides ochmatochila (Rchb.f.) N.H.Williams & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochiloides,1,1,,
Tillandsia recurvata,Tillandsia recurvata (L.) L.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,3,1,,
Theobroma bicolor,Theobroma bicolor Humb. & Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,1,1,,LC
Sedum praealtum,Sedum praealtum A.DC.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,1,1,,
Sesbania grandiflora,Sesbania grandiflora (L.) Poir.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,2,1,,DD
Pilea microphylla,Pilea microphylla (L.) Liebm.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,2,1,,
Coix lacryma-jobi,Coix lacryma-jobi L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coix,1,1,,
Marchantia berteroana,Marchantia berteroana Lehm. & Lindenb.,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,2,1,,
Callisia gracilis,Callisia gracilis (Kunth) D.R.Hunt,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Callisia,1,1,,LC
Ruellia simplex,Ruellia simplex C.Wright,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,1,1,,
Piper auritum,Piper auritum Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,3,1,,LC
Cyrtochilum auropurpureum,Cyrtochilum auropurpureum (Rchb.f.) Dalström,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,6,1,,
Drymaria cordata,Drymaria cordata (L.) Willd. ex Schult.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Drymaria,1,1,,
Sigesbeckia jorullensis,Sigesbeckia jorullensis Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sigesbeckia,1,1,,
Oryctanthus callicarpus,Oryctanthus callicarpus Kuijt,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Oryctanthus,1,1,,
Dracula houtteana,Dracula houtteana (Rchb.f.) Luer,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,1,1,,
Heliconia vellerigera,Heliconia vellerigera Poepp.,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,1,1,,
Gleichenella pectinata,Gleichenella pectinata (Willd.) Ching,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Gleichenella,1,1,,
Cecropia insignis,Cecropia insignis Liebm.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,35,1,,LC
Piper crassinervium,Piper crassinervium Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,2,1,,LC
Eupodium pittieri,Eupodium pittieri (Maxon) Christenh.,Plantae,Tracheophyta,Polypodiopsida,Marattiales,Marattiaceae,Eupodium,3,1,,
Besleria riparia,Besleria riparia C.V.Morton,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Besleria,2,1,,
Pinus patula,Pinus patula Schiede ex Schltdl. & Cham.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,2,1,,LC
Dieffenbachia seguine,Dieffenbachia seguine (Jacq.) Schott,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Dieffenbachia,1,1,,
Cyrtochilum pardinum,Cyrtochilum pardinum Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cyrtochilum,3,1,,
Caucaea radiata,Caucaea radiata (Lindl.) Mansf.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caucaea,2,1,,
Cortaderia selloana,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cortaderia,2,1,,
Foeniculum vulgare,Foeniculum vulgare Mill.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Foeniculum,1,1,,
