Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon assimilis,Pinzón de anteojos,arremon-assimilis,Ave pequeña de plumaje oscuro con una distintiva banda blanca en la cabeza y garganta blanca. Habita principalmente en los bordes de bosques húmedos y zonas de sotobosque en los Andes.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/12739482/original.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Arremon,Arremon brunneinucha,Saltón nuca castaña,arremon-brunneinucha,Se caracteriza por su nuca de color castaño brillante y su máscara facial negra. Es un ave activa que se desplaza frecuentemente por el suelo del bosque montano.,LC,False,
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus obscurus,Murciélago frutero oscuro,artibeus-obscurus,Murciélago de tamaño mediano con pelaje oscuro y sin líneas faciales marcadas. Cumple un rol ecológico fundamental como dispersor de semillas en ecosistemas tropicales.,LC,False,https://multimedia20stg.blob.core.windows.net/especies/artibeus-obscurusR.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Arundina,Arundina graminifolia,Orquídea bambú,arundina-graminifolia,"Planta terrestre con tallos similares al bambú y flores vistosas de color rosado a púrpura. Aunque es introducida, se ha naturalizado ampliamente en diversas regiones de Colombia.",NE,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Ascalapha,Ascalapha odorata,Mariposa bruja,ascalapha-odorata,"Polilla de gran tamaño con alas de tonos oscuros y patrones complejos. En la cultura popular colombiana, a menudo se asocia con supersticiones sobre la mala suerte.",NE,False,
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias curassavica,Platanillo,asclepias-curassavica,Hierba perenne con flores rojas y amarillas muy llamativas. Es una planta esencial para el ciclo de vida de las mariposas Monarca.,LC,False,
Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,Asio stygius,Búho estigio,asio-stygius,"Búho de plumaje oscuro y ojos amarillos intensos, con mechones de plumas sobre la cabeza. Es un depredador nocturno que habita en bosques montanos y zonas rurales.",LC,False,https://upload.wikimedia.org/wikipedia/commons/7/76/Asio_stygius_-_Stygian_Owl.JPG
Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,Asplundia moritziana,Iraca,asplundia-moritziana,Planta epífita o terrestre con hojas grandes y divididas. Es una especie representativa de los bosques nublados andinos.,LC,False,http://sweetgum.nybg.org/images3/1502/507/00879317.jpg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes flammulata,Piscuiz de anteojos,asthenes-flammulata,Ave pequeña de color pardo con estrías claras en el pecho. Habita principalmente en los páramos y zonas de alta montaña de los Andes colombianos.,LC,False,https://static.inaturalist.org/photos/74284087/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Asthenes,Asthenes fuliginosa,Piscuiz fuliginoso,asthenes-fuliginosa,"Ave de coloración marrón oscura, adaptada a los matorrales densos de la alta montaña. Es conocida por su canto característico y su comportamiento inquieto.",LC,False,https://upload.wikimedia.org/wikipedia/commons/3/33/White-chinned_Thistletail_-_Ecuador_S4E4517.jpg
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus psaltria,Jilguero encapuchado,spinus-psaltria,"Ave pequeña de plumaje amarillo y negro, común en zonas abiertas y jardines de Caldas. Es conocida por su canto melodioso y su comportamiento gregario.",LC,False,
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus guentheri,Capitán de río,astroblepus-guentheri,Pez de agua dulce adaptado a corrientes rápidas en ríos de montaña. Posee una ventosa bucal que le permite adherirse a las rocas en el lecho del río.,LC,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/guentheri/guentheri_02.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus homodon,Capitán,astroblepus-homodon,Especie endémica de los Andes colombianos que habita en aguas frías y oxigenadas. Es un indicador biológico de la calidad del agua en las cuencas altas.,LC,False,https://www.suedamerikafans.de//astroblepidae/astroblepus/homodon/homodon_02.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus micrescens,Capitán pequeño,astroblepus-micrescens,Pez de pequeño tamaño con adaptaciones morfológicas para vivir en arroyos de alta pendiente. Su presencia es vital para el equilibrio ecológico de los ecosistemas de páramo y bosque altoandino.,DD,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/micrescens/micrescens_01.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus nicefori,Capitán de Niceforo,astroblepus-nicefori,Especie de pez siluriforme con distribución restringida en la cordillera central. Se caracteriza por su capacidad de trepar superficies rocosas húmedas.,DD,False,https://images.phylopic.org/images/35dac003-e0f9-4f52-970c-2c42d5efb719/raster/1024x473.png
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus unifasciatus,Capitán rayado,astroblepus-unifasciatus,Pez de montaña con patrones de coloración específicos que le permiten camuflarse entre el sustrato rocoso. Es una especie poco estudiada en la región de Caldas.,DD,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/unifasciatus/unifasciatus_01.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Astroblepidae,Astroblepus,Astroblepus ventralis,Capitán de aletas,astroblepus-ventralis,"Especie adaptada a la vida en torrentes, con aletas pectorales modificadas para la sujeción. Su hábitat se ve amenazado por la sedimentación y la contaminación de los ríos.",DD,False,https://www.suedamerikafans.de/astroblepidae/astroblepus/ventralis/ventralis_01.jpg
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Astrocaryum,Astrocaryum malybo,Palma de vino,astrocaryum-malybo,Palma espinosa de gran porte que se encuentra en zonas bajas y húmedas. Sus frutos son fuente de alimento para la fauna silvestre y tienen potencial en la industria de aceites.,NE,False,http://sweetgum.nybg.org/images3/1640/634/02386629.jpg
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Astyanax,Astyanax caucanus,Sardina del Cauca,astyanax-caucanus,"Pez pequeño de agua dulce muy común en la cuenca del río Cauca. Es un eslabón fundamental en la cadena trófica, sirviendo de alimento para peces de mayor tamaño.",LC,False,http://mczbase.mcz.harvard.edu/specimen_images/fish/large/30942_Astyanax_caucanus.jpg
Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles hybridus,Marimonda del Magdalena,ateles-hybridus,"Primate de gran tamaño con cola prensil, altamente especializado en la vida arbórea. Es una especie en peligro crítico debido a la pérdida de hábitat y la cacería.",CR,True,http://upload.wikimedia.org/wikipedia/commons/d/dc/BrownSpiderMonkey_%28edit2%29.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes albinucha,Atlapetes de nuca blanca,atlapetes-albinucha,Ave paseriforme de plumaje oscuro con una característica mancha blanca en la nuca. Habita principalmente en los bordes de bosques nublados y matorrales de alta montaña.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes flaviceps,Atlapetes cabeciamarillo,atlapetes-flaviceps,Especie endémica de Colombia con una corona de color amarillo brillante. Se encuentra restringida a fragmentos de bosque en el valle del río Magdalena y zonas aledañas.,EN,True,
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes pallidinucha,Atlapetes nuca pálida,atlapetes-pallidinucha,Ave de tamaño mediano con una coloración amarillenta pálida en la nuca y partes inferiores oscuras. Es común en los arbustales de los Andes colombianos.,LC,False,http://upload.wikimedia.org/wikipedia/commons/d/dd/Pale-naped_Brush-Finch_RWD3.jpg
Animalia,Chordata,Aves,Passeriformes,Passerellidae,Atlapetes,Atlapetes schistaceus,Atlapetes pizarroso,atlapetes-schistaceus,Se caracteriza por su plumaje de color gris pizarra uniforme y una corona rojiza. Habita en el sotobosque denso de los bosques andinos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/179278616/original.jpeg
Animalia,Arthropoda,Insecta,Trichoptera,Hydrobiosidae,Atopsyche,Atopsyche,Mosca de piedra,atopsyche,Género de insectos acuáticos cuyas larvas son depredadoras en arroyos de montaña. Son indicadores biológicos clave para medir la calidad del agua.,NE,False,https://live.staticflickr.com/7300/16209097520_615e6eea74_b.jpg
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus lehmanni,Culebra tierrera de Lehmann,atractus-lehmanni,"Serpiente pequeña de hábitos fosoriales, adaptada a vivir bajo la hojarasca y el suelo. Es inofensiva y cumple un rol ecológico en el control de invertebrados.",DD,False,
Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Atractus,Atractus obesus,Culebra tierrera obesa,atractus-obesus,Especie de serpiente de cuerpo robusto y hábitos discretos. Se encuentra principalmente en ecosistemas de bosque andino y zonas cafeteras.,DD,False,
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta cephalotes,Hormiga arriera,atta-cephalotes,Hormiga cortadora de hojas que vive en colonias complejas y cultiva hongos para su alimentación. Es considerada una ingeniera de ecosistemas debido a su remoción de suelo.,LC,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea amygdalina,Palma de vino,attalea-amygdalina,Palma nativa de gran porte con frutos ricos en aceites. Es fundamental para la fauna local que se alimenta de sus semillas y frutos.,NT,False,
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea butyracea,Palma de cuesco,attalea-butyracea,Palma robusta ampliamente distribuida en zonas bajas y medias. Sus hojas se utilizan tradicionalmente para techumbres y sus frutos para alimentación animal.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/120296376/original.jpeg
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Attalea,Attalea cohune,Palma de aceite de Cohune,attalea-cohune,Palma robusta de gran tamaño con hojas pinnadas largas. Sus frutos son drupas ricas en aceite que se agrupan en racimos densos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/136590091/original.jpg
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus albivitta,Tucancito andino,aulacorhynchus-albivitta,Ave pequeña de plumaje verde brillante con una banda blanca o azulada en la base del pico. Habita en bosques nublados de los Andes colombianos.,LC,False,
Animalia,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus haematopygus,Tucancito culirrojo,aulacorhynchus-haematopygus,Se distingue por su plumaje verde y una característica mancha roja en la rabadilla. Es un dispersor de semillas clave en los ecosistemas de montaña.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,Axinaea colombiana,Cargadero,axinaea-colombiana,Arbusto o árbol pequeño con flores llamativas que presentan estambres especializados. Es endémica de los bosques andinos de Colombia.,NT,False,https://statics.sibcolombia.net/sib-resources/images/catalogo/miniatura/svg/t-plantas.svg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis latifolia,Chilco,baccharis-latifolia,Arbusto de rápido crecimiento muy común en bordes de caminos y zonas perturbadas. Posee hojas lanceoladas y flores pequeñas blanquecinas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis prunifolia,Chilca,baccharis-prunifolia,Arbusto leñoso adaptado a suelos pobres y zonas de alta montaña. Sus hojas tienen una textura rugosa similar a las del ciruelo.,LC,False,
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetodes,Baetodes,Ninfa de efímera,baetodes,Insecto acuático en estado ninfal que habita en corrientes rápidas de agua limpia. Es un bioindicador clave de la calidad del agua.,NE,False,https://images.phylopic.org/images/dc3976ec-e3af-45a2-8016-817f58132c5c/raster/572x1024.png
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Banara,Banara ibaguensis,Arrayán de monte,banara-ibaguensis,Árbol de tamaño mediano con hojas alternas y flores pequeñas en racimos. Se encuentra principalmente en bosques secos y premontanos.,LC,False,https://live.staticflickr.com/7151/13678643235_c98478a740_b.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,Bangsia melanochlamys,Bangia de capa negra,bangsia-melanochlamys,Ave endémica de Colombia con un plumaje llamativo que incluye negro y amarillo. Habita en los bosques húmedos de la vertiente occidental de los Andes.,VU,False,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Barnadesia,Barnadesia spinosa,Espino,barnadesia-spinosa,Arbusto espinoso con flores tubulares de color rosado o rojizo. Es una especie característica de los matorrales andinos.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/143743567/original.jpg
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Bartramia,Bartramia longicauda,Playero batitú,bartramia-longicauda,Ave migratoria neártica que visita los pastizales de alta montaña en Caldas durante el invierno boreal. Se caracteriza por su plumaje críptico y su comportamiento terrestre en áreas abiertas.,LC,False,https://upload.wikimedia.org/wikipedia/commons/b/b3/Bartramia_longicauda_Dakota_Grassland.jpg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bartsia,Bartsia laniflora,Bartsia lanuda,bartsia-laniflora,Planta herbácea propia de los ecosistemas de páramo y subpáramo en los Andes colombianos. Presenta flores con pubescencia densa y es una especie clave en la alta montaña.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/44982547/large.jpg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bartsia,Bartsia pedicularoides,Bartsia de páramo,bartsia-pedicularoides,Hierba perenne que habita en zonas de alta montaña y páramos de Caldas. Se distingue por sus inflorescencias compactas y su adaptación a suelos fríos y húmedos.,LC,False,https://fm-digital-assets.fieldmuseum.org/1511/460/SCRO_bart_pedi_ecu_13549.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Basileuterus,Basileuterus culicivorus,Reinita coronidorada,basileuterus-culicivorus,Ave pequeña y activa que habita en el sotobosque de bosques húmedos y bordes de selva en Caldas. Posee una corona amarilla distintiva y un canto complejo.,LC,False,
Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,Basiliscus galeritus,Basilisco occidental,basiliscus-galeritus,Reptil conocido por su capacidad de correr sobre el agua para escapar de depredadores. Habita en zonas bajas y húmedas del departamento de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176994214/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia lehmannii,Begonia de Lehmann,begonia-lehmannii,Especie endémica de los Andes colombianos con hojas asimétricas y flores delicadas. Crece en ambientes sombreados y húmedos de los bosques montanos de Caldas.,NT,False,
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia maurandiae,Begonia trepadora,begonia-maurandiae,Begonia con hábito trepador que se encuentra en los bosques nublados de la región andina. Sus hojas pequeñas y flores sutiles la hacen una especie botánicamente interesante.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia umbellata,Begonia umbelada,begonia-umbellata,Planta herbácea caracterizada por sus inflorescencias en forma de umbela. Habita en el sotobosque denso de las montañas de Caldas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia urticae,Begonia ortiga,begonia-urticae,Especie cuyas hojas presentan una textura rugosa que recuerda a las ortigas. Es una planta propia de los bosques húmedos premontanos.,LC,False,
